,Número da Página,Texto da Página,Tempo de Processamento (s)
10,11,"li = RR [

a Rm

o TE o ES e E jm

rei a pr pica e
pi aih

EE

po

RB
E

b) - É j É A Ii
» | , E”
if E
- f
. , o
P
” f 2:
em a | Citi a cas too
o À

|
|
|

Bia as CIFRA
Rs CC te quai DT) Pd 4 ICO

=

",50.62765097618103
11,12,"11/03/2019 Pag. :1
14:47 hs

SUPRIM

Prestação de Contas

jd E mm
re O

Processo: 00150.000149/2019-93

gFFERSON HIGINO DANTAS

| npservação:

PAGAMENTOS EM CARTÃO E
Doc. Fiscal Dt.Pgto. Fornecedor k
97 08/02/2019 | RA CATERING LTDA - THE COLLECTION-CUMBICA SP |
É R9093 08/02/2019 RA CATERING LTDA - THE COLLECTION-CUMBICA SP

Total de Pagamentos (Cartão):
Total de Devolução (Cartão):
Total de Pagamentos (Saque):
Total de Devolução de Saque:
Total de Saques:

Total de Imposto a Recolher:

Variação Cambial Positiva (Cartão):
Valor a Estomnar (Cartão):
Valor Estonado (Cartão):

Itens de Despesa

Total do Detalhamento (Saque):

Total do Detalhamento (Cartão): 2 057,40
TOTAL: 2.057,40

",58.07098841667175
12,13,"rceladas a vencer | Lançamentos no período

Compras 7

| 0.00 ' No Brasil - R$
ni | 3) dias 0,00 | Pagamento
E 1 60 dias 0,00 E Compras a vista
aa | 9) dias 0,00 * Compras parceladas
R | 420 dias doe E saves
11450 dias 0,00 ros aê e
n dias 0,00 || Quitação antecipada de saques
240 dias 0,00 | | Descontos de anuidades
| 70 dias 0,00 Proteção Ouro | |
1 300 dias 0,00 | Ajuste variação cambial conta anterior
| 330 dias 0,00 : Multas
| 260 dias 0,00 ' Encargos
| 4380 dias 000 | Outros créditos / débitos

* Total no Brasil - R$

* No exterior - US$
* Compras

saques

| Tarifas sobre saques / compras
* Outros créditos / débitos

* Total no exterior - USS

| Ef do Brasil S/A - CNPJ: 00.000.000/0001-91
atada E - Bloco À - Lote 31 - Ed Sede | - 2ss
1+900 - Brasilia(DF)
| Despesas no Brasil
MME. antenor-RS Créditos-RS Debitos-RS | Saldo no Brasil-R$
0007] pot 2.057,40 | 2.057,40 |
Pepe ge RE ne

Créditos-USS Saldo no

exterior-USS

Taxa de conversão Saldo no
| exterior-R$

0,00 |3,8777 em 26/02/2019.

AS Se a cotação do dólar turism res Peer:
NO TAM E AS Elio COM SEU CARTAO a cotação do dólar turismo, para venda, divulgado

| ajustes, a crédito ou a débito, serão lançados na
| proxma conta, sem encargos.

Autenticação mecânica

“7

2407

nº A du
03 - SISB
8 03171 - bb.com br - BB Responde 0800 78 5678 - fra - Via do Cliente

VS s€Ca-

pelo Banco do Brasil para cartões de crédito for
E GANHE COMODIDADE. diferente na data de vencimento desta fatura, os

i E a
mm 0º e
ci mim ! pao ""a
male e pa a E E
A ] | II E” bg Í F
Ea À 1 n
Sal, JO. o a [= ' 1) - 1 ses
"" j +, 8 E. e
| u
a ati
E = o
Ta du º

(Brasil +e

L A, J

0,0 JO

Q O

0 00

A à

( JO É) [0]

( 0,0 JO lj |
000
A atá ;
0,00

Pis

ami
à ma o [| = .
nm [ leo a ir e e
",72.89652156829834
13,14,"AS agamento 194.52104 00067.543249 90000.000662 4 500
“vel em qualquer Banco até o Vencimento D
o/CNPJICPF/End 7 ata de Vencimento
a Prim S/A - CNPJ: 00.000. 10/03/2019 |
E di 000/0001 -94 SBS Q | Agência/Códi | EE E
- a aBicar: Agência/Código do Beneficiário
| - Ed. Sede |-2ss uadra 1 - Bloco A - ZE.
| ento e Nº do documento. Esnéri ” | , 4700- ; ty
à a no FATO e] oa Data process. | Nosso NTE Fito
A banco | Carteira : Espécie ] Quantidade ROS 67543249

| AM | , (=) Valor do Documento
e responsabilidade do beneficiário | == e R$ 2.057,40

E” ações à
“ma (-) Desconto / Abatimento

(+) Juros / Multa

(=) Valor Pago

Core do Pagador/CNPJ/CPF/Endereço/Cidade/UF/CEP

pRESIDENCIA DA REPUBLICA - SECRETARIA DE ADMINISTRACAO 00.394.411/0001-09
sN PALACIO DO PLANALTO. EIXO MONUMENTAL BRASILIA DF CEP: 70100-000

| eacador/Avalista

Autenticação mecânica - Ficha de compensação

e ii A | E | A | 1 O O q a O | O CT CT | E e a e

E CORTE NA LINHA PONTILHADA

08% 0.10.407-2 - Jun/03 - SISBB 03171 - bb.com.br - BB Responde 0800 78 5678 - fra - Via do Banco

|| Imprimir |) || Fechar |)

",71.46190977096558
14,15,"Presidência da República|
secretaria Geral]

Secretaria Espacia! de Administração |
Diretoria de Recursos Logísticos |
|

|
|

= cre |
Coordes cão de Documentação

E) [Unidade Gestora h

COFIN |

|

Por Extenso: Coordenação Geral de Execução
Orçamentária e Financeira

00150.000018/2019-14
00150.000092/2019-22]VOLUME LI

",7.425755500793457
15,16,"202201 CPGF

ANO EXTRATO MÊS EXTRATO
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022 1
2022. 1

CPF PORTADOR

e 706.414-""
+ 177.215-**
="" 959.904-**
“+, 693.773-**
,706.414-**
""e 706.414-**
= 448.204-**
+ 177.215""
1 177.215""
= 682.944-**
= 682.944-**
= 682.944-**
= 682.944-**
""* 780.515-**
417.725
""*,737.984-**
""e 945.744-**
+"" 409.845-**
+ 093.673-""""

NOME PORTADOR
HENRIQUE SERGIO PINHEIRO DE ARAUJO

MARIA DAS GRACAS FERREIRA BARATA

ERICK MARTINS NORAT

SANDRO DE BRITO CUNHA

HENRIQUE SERGIO PINHEIRO DE ARAUJO

HENRIQUE SERGIO PINHEIRO DE ARAUJO
FRANCISCO DE ASSIS CAMARA DE OLIVEIRA ARAUJO
MARIA DAS GRACAS FERREIRA BARATA

MARIA DAS GRACAS FERREIRA BARATA
LUCIA DAS DORES SILVA DIAS
LUCIA DAS DORES SILVA DIAS

LUCIA DAS DORES SILVA DIAS

LUCIA DAS DORES SILVA DIAS

JORDEAN MARTINS DA SILVA

MYRNA GONCALVES PORTO

ENNIO CARLOS DE OLIVEIRA SILVA

LUIS CARLOS DE ARAUJO JUNIOR
MARCOS VINICIUS BARRETO DE ARAUJO
FRANCISCO GEOVA LIMA

CNPJ OU CPF FAVORECIDO
18727053000174

13436092000280

965241000175
69434637000192
35062471000178

39562471000178

2625717000154

4782043000127

5796360000165
9313599427

5313559427

9313559427
9313559427

35454126000110
JACO
MERC.

94360324553
10573521000191
12963555000118

7899540000106
5445769000137

NOME
PAGAF
ITAO É
JOSIN

TRANS

ANA L
ANA L
ACRIL,
RECAI
VIANA
GILBE
GILBE
GILBE
GILBE
ARIEL

LIDER,
CG. A.C
Lts. F
",6.675392389297485
16,17,"4

Número da Nota

00007848

Data e Hora de Emissão
28/02/2019 18:28:58
Código de Verificação

PREFEITURA DO MUNICÍPIO DE SÃO PAULO
SECRETARIA MUNICIPAL DA FAZENDA

NOTA FISCAL ELETRÔNICA DE SERVIÇOS - NFS-e

RPS Nº 6720 Série CONV, emitido em 28/02/2019 CEZH-XYEP
PRESTADOR DE SERVIÇOS
q CPF/CNPJ: 17.314.329/0005-53 Inscrição Municipal: 3.386.830-1
y- Nome/Razão Social: INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.
/ A Endereço: AV WASHINGTON LUIS S/N - AEROPORTO - CEP: 04662-000
CATERING unicípio: São Paulo UF:

TOMADOR DE SERVIÇOS
Nome/Razão Social: SECRETARIA ADM. PRESIDENCIA DA REPU

CPF/CNPJ: 00.394.411/0001-09 Inscrição Municipal: -—
Endereço: PRACA DOS TRES PODERES S/N - EIXO MONUMENTAL - CEP: 70100-000
Município: Brasília UF: DF E-mail: ——
INTERMEDIÁRIO DE SERVIÇOS
CPF/CNPJ: — Nome/Razão Social:

DISCRIMINAÇÃO DOS SERVIÇOS
000010 HANDLING FAB-PRESIDENCIA QTD: 1,000 UN Preço: 93,80

VALOR TOTAL DO SERVIÇO = R$ 93,80

Código do Serviço
07960 - Serviços aeroportuários, utilização de aeroporto, movimentação de passageiros, e congêneres.

Valor Total das Deduções (R$) Base de Cálculo (R$) Alíquota (%) Valor do ISS (R$) Crédito (R$)
0,00 93,80 5,00% 4,69 0,00
Município da Prestação do Serviço Número Inscrição da Obra Valor Aproximado dos Tributos / Fonte

OUTRAS INFORMAÇÕES
(1) Esta NFS-e foi emitida com respaldo na Lei nº 14.097/2005; (2) Esta NFS-e substitui o RPS Nº 6720 Série CONV, emitido em
28/02/2019; (3) Data de vencimento do ISS desta NFS-e: 10/03/2019;

https://nfe.prefeitura.sp.gov.br/contribuinte/notaprint.aspx?inscricao=33868301 &nf=7... 28/02/2019
",5.408214330673218
17,18,"z
RO

RECEBEMOS DE INTERNATIONAL MEAL COMPANY ALIMENT. OS PRODUTOS CONSTANTES DA NOTA FISCAL ABAIXO b NF-e

DATA DE RECEBIMENTO IDENTIFICAÇÃO E ASSINATURA DO RECEBEDOR No. 000091419
Série 006

INTERNATIONAL MEAL COMPANY ALIMENT. D AN FE CONTROLE DO FISCO

e AEROPORTO INTERNACIONAL CONGONH S/N

GRUPO RIA JD.AEROPORTO Documento Auxiliar de
CATERING SAO PAULO / SP Nota Fiscal Eletrônica | | |
04626-911
Tel.: / Fax: 35.19.02.17314329000553.55.006.000091419.173836116-4

0- Entrada [1]
1- Saída
Nº000091419 FL 1/1
SÉRIE 006
NATUREZA DA OPERAÇÃO PROTOCOLO DE AUTORIZAÇÃO
Venda produção do estabelecimento 135190152216443
116998771118 17.314.329/0005-53 35190217314329000553550060000914191738361164
DESTINATARIO/REMETENTE
SECRETARIA ADM. PRESIDENCIA DA REPU 00.394.411/0001-09 28.02.2019
PRACA DOS TRES PODERES S/N EIXO MONUMENTAL 70100-000 28.02.2019
BRASILIA ISENTO 18:23:13

FATURA
0090992223 - 45 dias

CALCULO DO IMPOSTO
2.209,56 154,67 0,00 0,00 2.209,56

VALOR DO FRETE VALOR DO SEGURO OUTRAS DESPESAS VALOR DO IPI VALOR TOTAL DA NF
0,00 0,00 0,00 0,00 0,00 2.209,56

ANSPORTADOR/VOLUMES TRANSPORTADOS
Tm CE
0- EMITENTE (o)

1 - DESTINATÁRIO

e E

""O 0,000 KG Pe O,000 KG

ENDEREÇO

QUANTIDADE

KIT REFEICAO ESPECIAL Tot. Tribut:
148.56

18000245 KIT REFEICAO PADRAO Tot. Tribut: 88,13

18001292 AGUA MINERAL 510 ML C/GAS Tot. Tribut:
5.21

CÁLCULO DO ISSQN

INSC. MUNICIPAL. VALOR SERVIÇOS. BASE CÁLCULO ISS VALOR DO ISS sm
116998771118 0.00 0,00

DADOS ADICIONAIS

INFORMAÇÕES COMPLEMENTARES
Valor devido ao destinatario ref. Partilha do ICMS - Valor ICMS 243.05

ATENDIMENTO VOO ESCAVES DE 27-02-2019

Isento ou não sujeito a IPI
Total de Tributos da Nota: 359.07

RESERVADO AO FISCO

",6.033963680267334
18,19,"rede. viÃ CLIENTE

LÂNCHONETE TONY (HPJ:07363142/0001-91

RU DIVINO SALVADOR 1 SAO PAULO
TOIAL: R$ 780,00
CREDITO À VISTA

VISA dEditria aah gção
é ada
27/02/16 - 13H55 (c)
Auto; 259946 Tern:WQ342345

LANCHONETE TONY e THAIS LTDA HE
AVENIDA DIVINO SALVADOR, de PLANALTO PAULISTA

Cep: 04078-
CNPJ:07.363.122/0001-91 1E:149.863.244.119
14:34.060.421

Extrato Ho. 006389
CUPON FISCAL ELETRONICO - SAT
CNPJ do Consasidor: 00.394.411/0001-09
Nome: SECRETÁRIA DE ADN / PR

COD | DESCR J QTD | UM UUL ins o ITEM R$

I

1 28 LANCHE FRIO 13un 0,00 260,00

2 29 HACA 13un 1,50 19,50

3 30 CEREAL 13un 1,50 19,50

4 15 AGUA 13un ; A

5 9 REFRIGERANTE 13un 4,00 52,00

6 1 REFEICAO 13un 30,00 390,00
Total 280.00

Cartao Credito 780.00

Vir aprox tributos deste Cupom R$ 242,77
(Conforme Lei fed. 12.741/2012)

SAT: 000151901 Emitido: 27/02/2019 - 13:44:54

Ch:35190207363122000 1915900015 19010063839098054
na ||| ||| ||]
À atesto do fomecimento ou a prastação dos serviços rca n[m]
| e à Nota FiscalFatura, esiancio de acordo ECN tea
! as de Storimento de Fundos nº H-202 DS ro Eds

4 + E o
Pa o a sata ur mt À mah
—— Bssinatura e Cdrimibo

aa E ama rr qa
am ERA
RICAPDS 1 HAMAS GUASTINI dA dia
“HAM,
ERG EIppneeesesoemeeeaneeemsesssee |
“8 é Viagens-GSIPR CNPJ: 00.393.411/0001-08

SECRETARIA DE ADM / PR
po PLANALTO ANEXO III BRASILIA DF CEP 70150-900, $/

ConbEGasSnE as neem aaa PDU:1---TONY E THAYS---Ver: 6.3---
DEERRRRSSaS So ==cenenacencanasann nono o uu. ifox.com.br--
",5.814861059188843
19,20,"rede. VIA CLIENTE

CANCHORETE Toma CHPJ:07363122/0001-91

“AV DIVINO SaLvADDR 1 SAO PAULO
TOTAL; R$ 1.080,00
CREDITO A VISTA

VISA *itbtistirra gos
poor O oem ISOS 1
27/02/19 - 13H54 (c)
Auto:25571G Tern.WQ342345

Extrato No. 006391
CUPOM FISCAL ELETRONICO - SAT
CNPJ do Consumidor: 00.394.411/0001-09
Nome: SECRETARIA DE ADH / PR
8 1 COD | DESCR | QD CUM IULUNASIUL ITEN R$
128 LANCHE FRIO 36un 20,00 720,00
MACA 36un

229 1,50 54,00
3 30 CEREAL 36un 1,50 54,00
4 15 AGUA 36un 3,00 108,00
5 9 REFRIGERANTE 36un 4,00 144,00

Total 1080.,00
Cartao Credito 1080.00

Vir aprox tributos deste Cupos R$ 216,62
(Conforse Lei fed. 12.741/2012)

Pg us

Ca
[ses panos) MM
à aceno | Ea 6 Tio PV]

e sam b
s nº 202. À

Í A Assinatura [CB =
“=: ""00 LHAMAS GUASTINk SRS ao
Assess > de Mar e Guerra
""Ge É a rm
a mn POU:1---TONY E THAWS=--Ver- 6.31.
",3.185553789138794
20,21,"NUMERO NOTA
0000.00000068578

DATA E HORA DA EMISSÃO

PREFEITURA DO MUNICÍPIO DE SÃO PAULO
SECRETARIA MUNICIPAL DA FAZENDA

NOTA FISCAL DE SERVIÇO ELETRÔNICA - NFSe Ro,
https:/'nfe.prefeitura.sp.gov.br NGPEFS2X

COMPETÊNCIA NÚMERO DO RPS NÚMERO DA NFS SUBSTITUÍDA

0000.00000072483

DADOS DO(S) SERVIÇO(S) —

EXIGIBILIDADE DO ISS / NATUREZA DA OPERAÇÃO LOCAL DA PRESTAÇÃO DO(S) SERVIÇO(S) LOCAL DA INCIDÊNCIA DO(S) SERVIÇO(S)
1 - Exigível Sao Paulo/SP

PRESTADOR DO(S) SERVIÇO(S)

NOME / RAZÃO SOCIAL

NOBILE GESTAO DE EMPREENDIMENTOS SCP 001 LTDA

ENDEREÇO

R HEINRICH HERTZ, 14 CIDADE MONCOES,

WYN D HA M MUNICÍPIO CEP:
São Paulo | |SAO PAULO 04575-000
Berr ini CNPJ INSCRIÇÃO MUNICIPAL

24.250.762/0001-04
TOMADOR DO(S) SERVIÇO(S)

NOME / RAZÃO SOCIAL
PRESIDENCIA DA REPUBLICA

ENDEREÇO

PALACIO DO PLANALTO, ANEXO 03 ZONA CIVICO

MUNICÍPIO

BRASILIA

COMPLEMENTO CEP:

SALA 203 70000-000

54362008

TELEFONE

CNPJ/C'F INSCRIÇÃO MUNICIPAL E-MAIL
00.394.411/0001-09 vanerleiss(opresidencia.gov.br

DISCRIMINAÇÃO DO(S) SERVIÇO(S)

Dados Hospedagem:Localizador Reserva:20679092
Hospede: JEFFERSON HIGINO DANTAS

ae ja

imento ou a prestação dos serviças |

Atesto do fomec:

UH:1705
Checkin:25/02/2019 constantes da Nota FiscalFatura, estando de acordo
Checkout:27/02/2019 com as Normas de Suprimento de Fundos nº Ri-202. |

Valor ServiCos de Hospedagem: 8300,00
Valor Taxa de ISS: 415,00

Valor ServiCos Diversos: 0,00

Valor Total: 8715,00

, (/asshatuia od o
RICARDO LHAMAS GUASTINI

Capitão de Mar e Guerra
Assessor Miltar de Eventos e Viagens-GSIPR

CÓDIGO DE CLASSIFICAÇÃO DO SERVIÇO

07099 - HOSPEDAGEM EM APART-SERVICE, FLAT, APART-HOTEIS, RESIDENCE-SERVICE E CONGENERES

DESCONTO INCONDICIONADO BASE DE CÁLCULO ISS

0,00 0,00

VALOR DO ISS RETIRDO

VALOR DO(S) SERVIÇO(S) VALOR DEDUÇÃO

8.715,00 8.715,00

ALÍQUOTA ISS (%) VALOR DO ISS DESCONTO CONDICIONADO

Lo 5,00
RETENÇÕES FEDERAIS

IMPOSTO DE RENDA PIS

0,00 0,00

435,75 0,00

INSS OUTRAS RENTENÇÕES

0,00 0,00

COFINS CSLL

0,00 0,00

TOTAIS

TOTAL DO(S) SERVIÇO(S)

8.715,00

TOTAL LÍQUIDO TOTAL DA NOTA
871500]. 8.715,00

OUTRAS INFORMAÇÕES

Data e Hora da Impressão: 27/02/2019 12:30:24 InfoNet Sistemas - www. infonetsistemas.com.br

Recebi(emos) de NOBILE GESTAO DE EMPREENDIMENTOS SCP 001 LTDA NÚMERO NOTA

os serviços constantes da Nota Fiscal Eletrônica de Serviço (NFSE) ao lado.
/ / 0000.00000068578

DATA Identificação e Assinatura do Recebedor

",7.030600070953369
21,22,"=

",3.358900547027588
22,23,"WYNDHAM SÃO PAULO BERRINI

RPS - RECIBO PROVISÓRIO DE SERVIÇO

Tel.: (11) 3573-3900

NOBILE GESTÃO DE EMPREENDIMENTOS LTDA Fax: (11) 3573-3900
Rua Henrich Hertz nº 14 - Cidade Monções - Berrini C.N.P.J: 24.250.762/0001-04
CEP 04575-000 - São Paulo - SP - Brasil I.E: Isento

Inscrição Municipal: 54362008
www.nobilehoteis.com.br - reservas.wbsaoênobilehoteis.com.br

io = ei di qm ia cm o a a ii A NOTA FISCAL SERÁ ENVIADA POR EMAIL
RPS número: 72484 EM ATÉ 10 DIAS, PARA CONSULTA ACESSE:
na fia od Ep ars CONSULTE: https: //nfe.prefeitura.sp.gov.br/rps.asp>

Nome:  PRESIDENCIA DA REPUBLICA ADULTO/CRIANÇA: 2 / 0
Endereço: PALACIO DO PLANALTO, ANEXO 03 SALA 203 UH: 1705
CNPJ/CPF: 00.394.411/0001-09 Reserva: 20679092
Município: Brasília UF: DF CEP: 70000000 FUNCIONÁRIO: WBSAO. JMIRANDA

JEGADA: 25/02/2019 PARTIDA: 27/02/2019 Data Emissão: 27/02/2019
O: JEFFERSON HIGINO DANTAS

ail de envio NFE: vanerleissfpresidencia.gov.br

DATA DESCRIÇÃO VALOR SALDO
26/02/2019 Diaria 390,00 6.238,50
26/02/2019 Taxa de ISS-Diária 19,50 6.258,00
26/02/2019 Diaria 390,00 6.648,00
26/02/2019 Taxa de ISS-Diária 19,50 6.667,50
26/02/2019 Diaria 390,00 7.057,50
26/02/2019 Taxa de ISS-Diária 19,50 7.077,00
26/02/2019 Diaria 390,00 7.467,00
26/02/2019 Taxa de ISS-Diária 19,50 7.486,50
26/02/2019 Diaria 390,00 7.876,50
26/02/2019 Taxa de ISS-Diária 19,50 7.896,00
26/02/2019 Diaria 390,00 8.286,00
26/02/2019 Taxa de ISS-Diária 19,50 8.305,50
26/02/2019 Diaria 390,00 8.695,50
26/02/2019 Taxa de ISS-Diária 19,50 8.715,00

BASE DE CALCULO: 8.715,00
TOTAL DE IMPOSTO: 435,75
FORMA DE PAGAMENTO: CARTÃO VALOR TOTAL DO RPS -— 8.715,00

O IMPOSTO SOBRE SERVIÇO FOI CALCULADO PELA ALÍQUOTA DE 5% DE ACORDO COM A LEI.

CONCORDO QUE A MINHA RESPONSABILIDADE POR

ESTE RPS CONTINUA EM VIRGOR TORNANDO-SE WAIVED AND AGREE TO BE HELD PERSONALLY
REPONSAVEL NO CASO EM QUE A PESSOA, COMPANHIA LIABLE INT THE EVENT THAT THE INDICATED

OU ASSOCIAÇÃO INDICADA DEIXE DE PAGAR PARCIAL OU PERSON, COMPANY OR ASSOCIATION FAILS TO PAY
TOTALMENTE A SOMA DAS DESPESAS AQUI APRESENTADAS FOR ANY PART OR THE FULL AMOUNT OF THESE CHARGES

DATA: ASSINATURA:

",7.657678127288818
23,24,"%

Fis. o E
q
Teo 7

e.

WYNDHAM SÃO PAULO BERRINI

RPS - RECIBO PROVISÓRIO DE SERVIÇO

Tel.: (11) 3573-3900

NOBILE GESTÃO DE EMPREENDIMENTOS LTDA Fax: (11) 3573-3900
Rua Henrich Hertz nº 14 - Cidade Monções - Berrini C.N.P.J: 24.250.762/0001-04
CEP 04575-000 - São Paulo - SP - Brasil I.E: Isento

Inscrição Municipal: 54362008
www.nobilehoteis.com.br - reservas.wbsaoênobilehoteis.com.br

=DDD>DDDDD>DDDD0>>>>>——— A NOTA FISCAL SERÁ ENVIADA POR EMAIL
RPS número: 72483 EM ATÉ 10 DIAS, PARA CONSULTA ACESSE:
e e pp ie CONSULTE: https://nfe.prefeitura.sp.gov.br/rps.asp>

Nome:  PRESIDENCIA DA REPUBLICA ADULTO/CRIANÇA: 2 / 0
Endereço: PALACIO DO PLANALTO, ANEXO 03 SALA 203 UH: 1705
CNPJ/CPF: 00.394.411/0001-09 Reserva: 20679092
Município: Brasília UF: DF CEP: 70000000 FUNCIONÁRIO: WBSAO. JMIRANDA
6: 25/02/2019 PARTIDA: 27/02/2019 Data Emissão: 27/02/2019
PEDE: JEFFERSON HIGINO DANTAS

mail de envio NFE: vanerleissfpresidencia.gov.br
DATA DESCRIÇÃO VALOR SALDO
25/02/2019 Diaria 320,00 320,00
25/02/2019 Taxa de ISS-Diária 16,00 336,00
25/02/2019 Diaria 390,00 726,00
25/02/2019 Taxa de ISS-Diária 19,50 745,50
25/02/2019 Diaria 320,00 1.065,50
25/02/2019 Taxa de ISS-Diária 16,00 1.081,50
25/02/2019 Diaria 390,00 1.471,50
25/02/2019 Taxa de ISS-Diária 19,50 1.491,00
25/02/2019 Diaria 390,00 1.881,00
25/02/2019 Taxa de ISS-Diária 19,50 1.900,50
25/02/2019 Diaria 390,00 2.290,50
25/02/2019 Taxa de ISS-Diária 19,50 2.310,00
25/02/2019 Diaria 390,00 2.700,00
25/02/2019 Taxa de ISS-Diária 19,50 2.719,50
25/02/2019 Diaria 390,00 3.109,50
25/02/2019 Taxa de ISS-Diária 19,50 3.129,00
25/02/2019 Diaria 390,00 3.519,00
25/02/2019 Taxa de ISS-Diária 19,50 3:.538,50
25/02/2019 Diaria 390,00 3.928,50
25/02/2019 Taxa de ISS-Diária 19,50 3.948,00
25/02/2019 Diaria 390,00 4.338,00
25/02/2019 Taxa de ISS-Diária 19,50 4.357,50

b/02/2019 Diaria 320,00 4.677,50

/02/2019 Taxa de ISS-Diária 16,00 4.693,50
26/02/2019 Diaria 390,00 5.083,50
26/02/2019 Taxa de ISS-Diária 19,50 5.103,00
26/02/2019 Diaria 320,00 5.423,00
26/02/2019 Taxa de ISS-Diária 16,00 5.439,00
26/02/2019 Diaria 390,00 5.829,00
26/02/2019 Taxa de ISS-Diária 19,50 5.848,50

BASE DE CALCULO: 8.715,00
TOTAL DE IMPOSTO: 435,75

FORMA DE PAGAMENTO: CARTÃO VALOR TOTAL DO RPS - 8.715,00
O IMPOSTO SOBRE SERVIÇO FOI CALCULADO PELA ALÍQUOTA DE 5% DE ACORDO COM A LEI.
CONCORDO QUE A MINHA RESPONSABILIDADE POR
ESTE RPS CONTINUA EM VIRGOR TORNANDO-SE WAIVED AND AGREE TO BE HELD PERSONALLY
REPONSAVEL NO CASO EM QUE A PESSOA, COMPANHIA LIABLE INT THE EVENT THAT THE INDICATED
OU ASSOCIAÇÃO INDICADA DEIXE DE PAGAR PARCIAL OU PERSON, COMPANY OR ASSOCIATION FAILS TO PAY
TOTALMENTE A SOMA DAS DESPESAS AQUI APRESENTADAS FOR ANY PART OR THE FULL AMOUNT OF THESE CHARGES

DATA: ASSINATURA:

",8.00139594078064
24,25,"& | COMPROVANTE DE DESPESA E, E,

Presidência da República
Secretaria de Governo

PALACIO TANGARA NOTEL E SPA
CNPJ: 13812932000261  FEIMATSIOSHA TIA

PALÁCIO TANGARÁ RUA DEPUTADO LÓERCIO CORTE, 1501 - PARAISO DO HURUMBS -
us dias SAO PAULO - SP
DOCUMENTO AUXILIAR DA NOTA FISCAL
PALACIO TANGARÁ DE CONSUHIDOR ELETRONICA
àVENIDA DEPUTADO LAERCIO CORTE Cod Desc Otd UM UI.Uni VIT
SAO PAULO 6265 CANAPES ESPECIAIS 1 UN 200,00 200,00
no IN ROOM DINING 44048 PACOTE BEBIDAS HAD À 1 UN 450,00 450,00
10021 RODRIGO RIVERO 9999 Gorjeta Concedida 1 UM 65,00 65,00
A oe==============—=====——==—=-=— QTD. TOTAL DE ITENS: 3
CHK 511290 TBL 229/1 VALOR TOTAL R$: 715,00
GsT 1 VALOR À PAGAR R$: 715.00
18 Har""t9 18:57 FORHA DE PARANENTO VALOR PAGO R$
e Dinheiro 715,00
1 CANAPES ESPECIAIS 200.00 a Re Ore
1 PACOTE BEBIDAS NAU e area correa
ALCOOL LCAS 450.00 — Consulte Pela Chave de ficosso wa:
https: //unu.nfoe, Fazanda.sp.gov.br/NFCeCansu) taPuo  ica/P
Subtotal R$650.00 aginas/Consu! talRCnde. aspx
Gorjeta Suserida 105 R$65.00 3519 0313 6129 3200 0261 6500 9000 0197 4710 0019 7478
Total Dus R$715.00 Protocnjo de Autorização: 135190070583202

18/03/2019 19:00:46

Neo Identificado

HAME/NQME:
ROON/APIO: scams ,
SIGN ASSINE

CPF
Obrigado / Thanks for Coming!

Informacues Adicionais

Conta: 511290 / Nesa: 229 / Atendente: RODRIGO / Pessoas

z :6
E cam IMPOSTOS F:16.50(2.598) E:b.40(0.90%)
E fptu/lisp 229/Mourao, Antonio Has

cielo É Conforue Lei Fed. 12.741/2012 = FONTE 1HPT
o pa, vista Consulte este QRCude no App DedlhnhaNuta
TO AA RRES TOO —
Ú

vIRCCLIENTE - CNPJ: 13. A 2. Err gola &2

PALACIO TRNOARA DESENV

WWWCIELO.COMBR

5 Ds E 19:05 OM
ER € 3.550,00
",4.934180974960327
